customer_id,event_date,event_type,device_type,session_duration,page_views
CUST_000001,2025-02-18 02:20:51.531978,search,mobile,0.8481243523117314,2
CUST_000001,2025-01-30 02:20:51.531978,email_open,desktop,6.156250308522951,1
CUST_000001,2025-07-19 02:20:51.531978,search,desktop,1.1934381262447349,2
CUST_000001,2025-09-13 02:20:51.531978,email_click,mobile,0.11666261799161694,3
CUST_000001,2025-05-10 02:20:51.531978,cart_addition,mobile,20.441082627298478,5
CUST_000001,2025-01-31 02:20:51.531978,product_view,mobile,0.080475429969117,3
CUST_000001,2025-07-25 02:20:51.531978,cart_addition,tablet,1.4972888842034304,5
CUST_000001,2025-05-13 02:20:51.531978,product_view,desktop,14.02547209645791,4
CUST_000001,2025-06-06 02:20:51.531978,category_browse,tablet,9.306636237223087,6
CUST_000001,2025-04-09 02:20:51.531978,website_visit,mobile,2.753045308884588,3
CUST_000001,2025-01-23 02:20:51.531978,search,desktop,7.376072630217568,2
CUST_000001,2024-12-14 02:20:51.531978,app_open,desktop,2.984193624523148,2
CUST_000001,2025-01-04 02:20:51.531978,search,desktop,4.473842377142897,5
CUST_000001,2024-11-08 02:20:51.531978,app_open,desktop,3.4040736575513897,3
CUST_000001,2025-05-01 02:20:51.531978,app_open,mobile,4.142264411431615,4
CUST_000001,2024-12-02 02:20:51.531978,purchase_intent,tablet,4.567292064501938,5
CUST_000001,2025-08-14 02:20:51.531978,purchase_intent,desktop,3.87549950983086,4
CUST_000001,2025-08-13 02:20:51.531978,category_browse,desktop,9.856724859399167,1
CUST_000001,2025-03-20 02:20:51.531978,email_open,desktop,1.5695302325123206,2
CUST_000001,2025-04-12 02:20:51.531978,search,desktop,2.259872494834812,5
CUST_000001,2025-02-24 02:20:51.531978,search,mobile,4.702460354912966,2
CUST_000001,2025-06-15 02:20:51.531978,website_visit,desktop,5.708206264319935,5
CUST_000001,2025-05-06 02:20:51.531978,website_visit,desktop,2.29261399632152,4
CUST_000001,2025-02-08 02:20:51.531978,category_browse,mobile,1.0321605330377828,1
CUST_000001,2025-03-31 02:20:51.531978,purchase_intent,mobile,3.588152922747442,3
CUST_000001,2025-03-11 02:20:51.531978,app_open,tablet,0.7397220671963947,2
CUST_000001,2025-04-03 02:20:51.531978,cart_addition,mobile,0.9615863015836068,8
CUST_000001,2025-06-24 02:20:51.531978,cart_addition,desktop,9.375525249677585,9
CUST_000001,2025-02-10 02:20:51.531978,category_browse,mobile,0.8765790805209952,5
CUST_000001,2025-08-19 02:20:51.531978,email_open,mobile,2.2822300295056417,5
CUST_000001,2024-11-25 02:20:51.531978,email_click,tablet,3.3348846713769014,7
CUST_000001,2025-09-03 02:20:51.531978,cart_addition,mobile,7.31704377908665,1
CUST_000001,2025-04-24 02:20:51.531978,email_open,desktop,6.886054185560701,6
CUST_000001,2025-07-14 02:20:51.531978,email_open,mobile,1.5631184356190608,6
CUST_000001,2025-02-25 02:20:51.531978,email_click,mobile,1.4662453578470303,4
CUST_000001,2025-07-07 02:20:51.531978,app_open,mobile,8.286872536298562,9
CUST_000001,2025-03-26 02:20:51.531978,product_view,mobile,4.3170701330471735,1
CUST_000001,2025-04-05 02:20:51.531978,email_click,mobile,0.15487531050737272,1
CUST_000001,2025-09-25 02:20:51.531978,email_click,mobile,1.9774593464684198,6
CUST_000001,2025-10-19 02:20:51.531978,cart_addition,desktop,6.4748028145834216,5
CUST_000001,2025-02-03 02:20:51.531978,app_open,mobile,1.0187496113409484,2
CUST_000001,2025-03-12 02:20:51.531978,website_visit,mobile,1.3707854712674086,2
CUST_000001,2025-06-28 02:20:51.531978,email_open,desktop,3.6355497818582396,4
CUST_000001,2025-04-06 02:20:51.531978,cart_addition,desktop,0.07249039860402139,2
CUST_000001,2025-02-05 02:20:51.531978,purchase_intent,mobile,0.08655030096282479,6
CUST_000001,2025-07-07 02:20:51.531978,email_open,desktop,1.5115671081484796,1
CUST_000001,2025-03-30 02:20:51.531978,website_visit,mobile,5.759492090820595,9
CUST_000002,2025-07-29 02:20:51.532987,cart_addition,desktop,5.270366767444157,3
CUST_000002,2025-09-01 02:20:51.532987,product_view,mobile,4.814997550090253,5
CUST_000002,2025-02-26 02:20:51.532987,category_browse,mobile,5.902752286710978,3
CUST_000002,2025-06-08 02:20:51.532987,email_open,tablet,3.9700544794061132,5
CUST_000002,2025-02-07 02:20:51.532987,search,desktop,4.126160295381998,4
CUST_000002,2025-08-16 02:20:51.532987,website_visit,mobile,3.431465524302811,3
CUST_000002,2025-02-11 02:20:51.532987,category_browse,desktop,2.191789907289477,5
CUST_000002,2025-01-11 02:20:51.532987,cart_addition,desktop,4.033853732972953,4
CUST_000002,2025-05-03 02:20:51.532987,app_open,tablet,0.287463167305611,9
CUST_000002,2025-04-20 02:20:51.532987,category_browse,desktop,6.124998765650025,2
CUST_000002,2025-10-08 02:20:51.532987,search,mobile,2.3152763023765623,6
