customer_id,recency,frequency,monetary,avg_order_value,loyalty_tier,age,household_size,days_since_first_purchase,purchase_frequency_per_month,customer_lifetime_value,cluster,cluster_gmm,final_cluster,segment_name
CUST_012347,2,182,4310.0,23.681318681318682,0,0.0,0.0,367,14.877384196185288,1715.527120751234,0,0,0,Frequent Buyers
CUST_012348,75,27,1595.64,59.09777777777778,0,0.0,0.0,358,2.2625698324022347,397.30108308606515,0,0,0,Frequent Buyers
CUST_012349,19,73,1757.55,24.076027397260273,0,0.0,0.0,19,115.26315789473685,12052.259447385557,0,0,0,Frequent Buyers
CUST_012350,310,17,334.4,19.670588235294115,0,0.0,0.0,310,1.6451612903225805,13.635551735394827,0,0,0,Frequent Buyers
CUST_012352,36,83,2042.24,24.605301204819277,0,0.0,0.0,297,8.383838383838384,816.7504219492516,0,0,0,Frequent Buyers
CUST_012353,204,4,89.0,22.25,0,0.0,0.0,204,0.5882352941176471,0.0,0,0,0,Frequent Buyers
CUST_012354,232,58,1079.4,18.610344827586207,0,0.0,0.0,232,7.5,382.3393089909657,0,0,0,Frequent Buyers
CUST_012355,214,13,459.4,35.33846153846154,0,0.0,0.0,214,1.822429906542056,109.17180011964348,0,0,0,Frequent Buyers
CUST_012356,23,59,2811.43,47.65135593220339,0,0.0,0.0,326,5.429447852760736,1016.2798801463312,0,0,0,Frequent Buyers
CUST_012357,33,131,6207.67,47.38679389312977,0,0.0,0.0,33,119.09090909090908,25939.411193416094,0,0,0,Frequent Buyers
CUST_012358,2,19,1168.06,61.47684210526315,0,0.0,0.0,151,3.774834437086093,792.8779639827004,0,0,0,Frequent Buyers
CUST_012359,58,243,6195.28,25.494979423868312,0,0.0,0.0,332,21.957831325301207,2598.37239606619,0,0,0,Frequent Buyers
CUST_012360,52,129,2662.06,20.63612403100775,0,0.0,0.0,201,19.253731343283583,1697.4091478120422,0,0,0,Frequent Buyers
CUST_012361,287,10,189.9,18.990000000000002,0,0.0,0.0,287,1.0452961672473868,0.0,0,0,0,Frequent Buyers
CUST_012362,3,266,5226.23,19.647481203007516,0,0.0,0.0,296,26.95945945945946,2743.0597505737733,0,0,0,Frequent Buyers
CUST_012363,110,23,552.0,24.0,0,0.0,0.0,242,2.8512396694214877,152.52170530164514,0,0,0,Frequent Buyers
CUST_012364,8,85,1313.1,15.448235294117646,0,0.0,0.0,112,22.767857142857142,1524.0918588038214,0,0,0,Frequent Buyers
CUST_012365,291,22,641.38,29.153636363636362,0,0.0,0.0,291,2.2680412371134024,112.38059937366728,0,0,0,Frequent Buyers
CUST_012367,4,11,168.9,15.354545454545455,0,0.0,0.0,4,82.5,4343.228653241847,0,0,0,Frequent Buyers
CUST_012370,51,166,3541.94,21.33698795180723,0,0.0,0.0,360,13.833333333333334,1286.0022299715838,0,0,0,Frequent Buyers
