customer_id,recency,frequency,monetary,avg_order_value,loyalty_tier,age,household_size,days_since_first_purchase,purchase_frequency_per_month,customer_lifetime_value,cluster,cluster_gmm,final_cluster,segment_name,historical_clv,avg_days_between_purchases,purchase_acceleration,seasonal_spend_variance,seasonal_frequency_variance,customer_tenure_days,days_since_last_purchase,lifecycle_stage,lifecycle_stage_encoded,predicted_clv,vip_score,is_vip
CUST_012346,326,1,77183.6,77183.6,0,0.0,0.0,326,0.09202453987730061,25057.432914832243,1,1,1,Big Spenders,77183.6,326.0,0.003067484662576687,0.0,0.0,,,,0,5135773.266900013,-0.797194638923297,True
CUST_012347,2,182,4310.0,23.681318681318682,0,0.0,0.0,367,14.877384196185288,1708.7862619939904,0,0,0,Frequent Buyers,784420.0,0.01098901098901099,91.0,803.9550853955295,30.160680805755472,,,,0,783014.9456999999,-0.4603083559868159,False
CUST_012348,75,31,1797.24,57.97548387096774,0,0.0,0.0,358,2.5977653631284916,464.6254269240501,0,0,0,Frequent Buyers,55714.44,2.4193548387096775,0.41333333333333333,301.15991831583426,6.2915286960589585,,,,0,55877.278000000035,-0.3938610691380457,False
CUST_012349,19,73,1757.55,24.076027397260273,0,0.0,0.0,19,115.26315789473685,12009.991997143383,0,0,0,Frequent Buyers,128301.15,0.2602739726027397,3.842105263157895,0.0,0.0,,,,0,128272.01230000015,-0.36007034630541446,False
CUST_012350,310,17,334.4,19.670588235294115,0,0.0,0.0,310,1.6451612903225805,13.438865672593195,0,0,0,Frequent Buyers,5684.799999999999,18.235294117647058,0.054838709677419356,0.0,0.0,,,,0,5720.328199999998,-0.3344927478417693,False
CUST_012352,36,85,2506.04,29.482823529411764,0,0.0,0.0,297,8.585858585858585,1018.8910381854262,0,0,0,Frequent Buyers,213013.4,0.4235294117647059,2.361111111111111,649.2573289792987,11.930353445448853,,,,0,213149.12369999997,-0.3828171695187212,False
CUST_012353,204,4,89.0,22.25,0,0.0,0.0,204,0.5882352941176471,0.0,0,0,0,Frequent Buyers,356.0,51.0,0.0196078431372549,0.0,0.0,,,,0,361.37390000000016,-0.338087060695385,False
CUST_012354,232,58,1079.4,18.610344827586207,0,0.0,0.0,232,7.5,381.0393263005531,0,0,0,Frequent Buyers,62605.200000000004,4.0,0.25,0.0,0.0,,,,0,63193.71780000008,-0.34611672918287756,False
CUST_012355,214,13,459.4,35.33846153846154,0,0.0,0.0,214,1.822429906542056,108.74803260837231,0,0,0,Frequent Buyers,5972.2,16.46153846153846,0.060747663551401876,0.0,0.0,,,,0,6548.404399999999,-0.3397731434120925,False
CUST_012356,23,59,2811.43,47.65135593220339,0,0.0,0.0,326,5.429447852760736,1012.5580455203578,0,0,0,Frequent Buyers,165874.37,0.3898305084745763,2.5652173913043477,1174.8942498937226,17.03917055884274,,,,0,165173.6501999997,-0.4038382353950712,False
CUST_012357,33,131,6207.67,47.38679389312977,0,0.0,0.0,33,119.09090909090908,25845.892410050506,0,0,0,Frequent Buyers,813204.77,0.25190839694656486,3.96969696969697,0.0,0.0,,,,0,820659.1805000006,-0.4930167611621248,False
CUST_012358,2,19,1168.06,61.47684210526315,0,0.0,0.0,151,3.774834437086093,790.2049758589222,0,0,0,Frequent Buyers,22193.14,0.10526315789473684,9.5,140.2475589805399,3.5355339059327378,,,,0,22070.06609999998,-0.38082403733320436,False
CUST_012359,58,248,6372.58,25.695887096774193,0,0.0,0.0,332,22.40963855421687,2671.4457208256354,0,0,0,Frequent Buyers,1580399.84,0.23387096774193547,4.275862068965518,912.4739779485951,31.214312956291913,,,,0,1545515.5082000003,-0.5367957569032435,False
CUST_012360,52,129,2662.06,20.63612403100775,0,0.0,0.0,201,19.253731343283583,1691.1438185511881,0,0,0,Frequent Buyers,343405.74,0.40310077519379844,2.480769230769231,306.0543908087798,12.12435565298214,,,,0,345648.30379999964,-0.4006827785870362,False
CUST_012361,287,10,189.9,18.990000000000002,0,0.0,0.0,287,1.0452961672473868,0.0,0,0,0,Frequent Buyers,1899.0,28.7,0.03484320557491289,0.0,0.0,,,,0,1904.1841999999992,-0.3327493888355597,False
